reviewerID,asin,overall
A1C19UVH4PAFX8,0307514161,5.0
A3PZ88WU7RPTP6,0307514161,5.0
A1GDSKQE2MOJ93,0307514161,5.0
A3DZCNEU21MB6L,0307514161,5.0
A3LD3X6S5J2INT,0307514161,5.0
A2B8GXSCB1R05T,0307514161,5.0
AYPCUQS6ARWFH,0307554023,5.0
A12OOMS6FF7RFP,0307554066,4.0
AX6HKB3JBZ65U,0307554066,1.0
A5QDZEOIMQ4LW,0307554066,5.0
A1K0L2PKZLISWJ,0307554066,3.0
A2SFX0QL4M5KYK,0307554066,5.0
A3FOJHZF01BKXW,0307593908,5.0
A3HH2O83MPO7AD,0307593908,5.0
A2IKWMHSHKRLGG,0307593908,5.0
A2HNJ545EV27E4,0307593908,5.0
A1157CR0T5UM9D,0307593908,3.0
A5FE72ZE6LN5U,0307593908,5.0
A3UE7NN3EVEGDB,0307593908,5.0
A94SBCAHV94PK,0307593908,5.0
A1ZJUFOO9X9W43,0307593908,5.0
A2FU3HBDN7RL8X,0307593908,5.0
A2N7JWDE4AKUZJ,0307593908,5.0
A29QFO7QUU3FA,0307593908,5.0
AHAXWBL475NL3,0307593908,5.0
A19KKM9ULGGX6A,0307889718,4.0
A3M456JH11PYSD,0307889718,5.0
A1K5WP9369MZ9,0307889718,5.0
A1NA8AYRP98I34,0307889718,5.0
ABXTNTVTRS5TG,0307889718,5.0
A1CX1Z4NZJQEMQ,0307889718,4.0
AEFPXGF6ZQYRV,0307889718,5.0
A32BUG800UHRUE,0307889718,5.0
A24KMM5EQW9SV,0307889718,5.0
A3P0XE80C7AWNR,0310242398,3.0
A221TMACCF8K6S,0310242444,4.0
A22F6WEVKDYJ0O,0310242444,5.0
A1D4I3GKXT1EF0,0310256003,5.0
A33ESOQMIBXBLP,0310256542,5.0
A29G2JU8RWNI73,0310256844,5.0
A3MTY8092TQOZB,0310257883,5.0
AEI062TCE8IGJ,0310261791,5.0
A199545U14YERT,0310263662,5.0
A3EE0H0NWQ9QVL,0310263662,5.0
AJUFIGATSP9AQ,0310263662,5.0
A35TKJ196QZIVO,0310263662,5.0
A37KYHZ59KI9E0,0310263662,5.0
A13MYZWV4C5VMY,0310263662,5.0
A1PFVA2REZ8GEI,0310263662,5.0
A379SAP75SPDHD,0310263662,5.0
A4X3OIFDSU7V,0310263662,5.0
A3TLY1A7NGVCQM,0310263662,5.0
A33D1LPCYUANWE,0310263662,1.0
A15GYIWLUP59RU,0310263662,5.0
A1RO2KIKSALCEE,0310263662,5.0
A1GIC1X7GJUPCO,0310263662,3.0
AMH3MVGRC2YG,0310263662,4.0
A3IY2JLE4X829W,0310263662,1.0
A3FBEB70HGGS1Z,0310263662,1.0
A3SCW8YO0IMKDR,0310263662,5.0
A38I8IFPNN7BM2,0310263662,5.0
A1J4UEQFQG9WL,0310263662,1.0
A1K5L06XRGN51E,0310263662,5.0
APZGPCMD4H05O,0310263662,1.0
A219BRG2G90040,0310263662,5.0
AX93URVYM33YI,0310263662,5.0
A144FK1YSPFWG5,0310263662,1.0
A2KT5MP35EMH7Q,0310263662,5.0
A1R602SXNGOMJ4,0310263662,3.0
A55MRYPUAX4QU,0310263662,5.0
ACOO1NZKALM44,0310263662,5.0
AZMYTJWEYTX6O,0310263662,5.0
A2C1AU811E6RLB,0310263662,5.0
A2T92C81FN5VC4,0310263662,1.0
A3L61G6N7AT8N2,0310263662,1.0
A2ZDXPKUF80H5H,0310263662,4.0
AEBOD21JROJ4G,0310263662,2.0
A26QYUWZ5JWQ7T,0310263662,5.0
A2ZBTF1O3VSS22,0310263662,5.0
A3F41K28BL6RV5,0310263662,5.0
A20CVHV28RL5NR,0310263662,5.0
A1YR4OM2QLQ1LY,0310263662,5.0
AWWV7F7W84B5C,0310263662,5.0
A4TNRHBBDAY3V,0310263662,5.0
A28TEPFSBN17V2,0310263662,2.0
A1U00P6GKI537A,0310263662,5.0
A3SJ2VSCHZB18,0310263662,3.0
AY69ZK7G6CNYJ,0310263662,5.0
A1IAPBPB0PH8N0,0310263662,5.0
A3TU8U2PA090NZ,0310263662,5.0
A2BYEFEDJUQ5PQ,0310263662,5.0
A1SP38JKYFFVJS,0310263662,4.0
A3TS0FW2KI9IJ2,0310263662,5.0
AVFGM4EU5WPE5,0310263662,1.0
A2W8SXY9PZHKIW,0310263662,3.0
A1RMQEJOAX27PB,0310263662,5.0
AV0BF3BWXHBFC,0310263662,2.0
A3I563JWJ2BELC,0310263662,1.0
A2IWBADR733NUI,0310263662,5.0
A33B86XV26N90L,0310263662,1.0
A17TL5WLDZBJXX,0310263662,5.0
A2T5AOPGL4E1GB,0310263662,5.0
AB9WCN34TY8CV,0310263662,4.0
A1ER772BK8XTMR,0310263662,5.0
A2LFLP3QIEOJBJ,0310263662,5.0
A1EKOYM2H8EYIR,0310263662,5.0
A5W8HVNBZDAKK,0310263662,5.0
A3TMKS98V4LS2O,0310263662,5.0
AODZXY5RCM4QT,0310263662,1.0
A25L5XR8GVS7PJ,0310263662,5.0
ARKRNU4VTDNQ0,0310263662,2.0
A2LFQ7A7F67934,0310263662,2.0
A1EP9J2CD4RVC6,0310263662,5.0
A2ECR5R2LV0F0V,0310263662,1.0
A39CX0EE4BZCZC,0310263662,3.0
A182UA2K2COMFF,0310263662,5.0
A3IIDZ9XUDM7RP,0310263662,5.0
A3FD1WG0L87FWH,0310263662,1.0
AHKI1VLLG10HH,0310263662,5.0
A11B61QBGHLQDN,0310263662,5.0
A2S26YGNWHP7UI,0310263662,2.0
A13RM1AWD1C5ZR,0310263662,4.0
A2MXU2SIJY2RY0,0310263662,5.0
A2GYX971VETQBV,0310263662,4.0
A1PTDFCMGB43C0,0310263662,4.0
A2E5IH8Y70PUGA,0310263662,5.0
A2Z0A3DOG0EVTY,0310263662,5.0
A1YQ6QB2127AJ4,0310263662,4.0
A103KNDW8GN92L,0310263662,4.0
A11L5M4MJP00UW,0310263662,1.0
A3TCTFGX48CYWB,0310263662,4.0
A2A6F7HY0QNGHA,0310263662,5.0
A3Q7VYG1AOAY5F,0310263662,5.0
A36MEL70EEFBFS,0310263662,5.0
A1UO5RU0DV7ZIG,0310263662,5.0
AOWSVGYK0WWCG,0310263662,2.0
ALXFQ91OW9ZTC,0310263662,5.0
A2P819XD4EECRN,0310263662,5.0
A3KWAGK3T5FX0Q,0310263662,5.0
A1XVBYSHN5HYXR,0310263662,5.0
A11PTCZ2FM2547,0310263662,3.0
A1T8CV2VBAFXZO,0310263662,5.0
A1V2PCUWD6XFQW,0310263662,5.0
A2SZGBD5ZVYLI7,0310263662,5.0
A2MHJJ4HXN8X40,0310263662,1.0
AXPN8L8QI2Z4A,0310263662,5.0
A1USHJZZGZWA2,0310263662,5.0
A2OY0OJHNWSA7H,0310263662,4.0
A11G54G1CRG4S0,0310263662,5.0
ACXZ0LGZS8RJ5,0310263662,1.0
A1IPE5950RGTXA,0310263662,5.0
A39GHH2ZHLIPGX,0310263662,5.0
A2IJJ19FUZNUMW,0310263662,3.0
A2OHIBSF4XKTDC,0310263662,5.0
A13HOV6J8XXLDE,0310263662,5.0
A3GWVLI69Q0UKU,0310263662,5.0
A250BI36M1IR26,0310263662,1.0
AWQ6YZC7Z8J87,0310263662,5.0
A244P907EHJ0QX,0310263662,5.0
AW7YCWV483OS3,0310263662,5.0
A2OKCS5234ZV7S,0310263662,5.0
A3533JJKYTM7EE,0310263662,1.0
A3FVAHZ5VE24B0,0310263662,5.0
A1VU8D2148AKAG,0310263662,4.0
A1349MX2PGA748,0310263662,1.0
A2C7BOQVFH1HLE,0310263662,4.0
AD7ORWROK8MSC,0310263662,5.0
A3A6ZHKZ8SKV1U,0310263662,5.0
A355ZM6JQPYBKB,0310263662,5.0
A3VQJU2KFPNQC,0310263662,5.0
A3M5O6UHXO9IBU,0310263662,2.0
AQBYFXAJ4U2MK,0310263662,5.0
A3Q5B30O4NET7A,0310263662,5.0
AQO6S00X01707,0310263662,5.0
AQ2UXJITW1JRT,0310263662,4.0
A11XREQLBXVMJ5,0310263662,5.0
A1JBZA5BR1XOOU,0310263662,5.0
AA3HFFNJCFXI4,0310263662,1.0
A3C1HNM8J5SKDQ,0310263662,4.0
AHFUU8VGBX766,0310263662,5.0
A328S9RN3U5M68,0310263662,4.0
A7WTP11MKSTMJ,0310263662,5.0
AFSAD45180WP4,0310263662,4.0
A2431W7VJJ5PDA,0310263662,5.0
A1EYUZTL1RY5CV,0310263662,4.0
A1W4AJX6JMVFBL,0310263662,5.0
AUF49Y4J5S1FQ,0310263662,5.0
A32MM96APZ7RKH,0310263662,5.0
A1MFVA0DMR36B9,0310263662,4.0
A1IGBWPQ3MLTJR,0310263662,5.0
A14KZ7SDKMFIZ5,0310263662,5.0
A2QRTU27P82XOG,0310263662,5.0
A1IYEBTXNWTNLY,0310263662,2.0
A1IG5SXEQ5OJ52,0310263662,4.0
AYSVRHGI9CBB3,0310263662,5.0
A352H0WBVBY96P,0310263662,5.0
A3ABEO1BQZ7F34,0310263662,5.0
A2X26XGMXGV3N1,0310263662,4.0
A2FFOV2EILMY2E,0310263662,4.0
AGJRUK27RBVYS,0310263662,1.0
A3NC634EVJ5Y6S,0310263662,5.0
A1EC9C995JNQSM,0310263662,5.0
AVS1T94VSZGWY,0310263662,1.0
AEB3NSRYXP1AQ,0310263662,1.0
AM0B12DY6A2QH,0310263662,1.0
A3BV0HJGBUIOI3,0310263662,5.0
A3R8O489WZTYGF,0310263662,5.0
APXT9I90JLD49,0310263662,5.0
A2VZA3UVC1UDFP,0310263662,5.0
A38OH4E75BRI2J,0310263662,5.0
A1MRG0R8AJARYT,0310263662,5.0
A2FA1MQ6AAVJBV,0310263662,5.0
A3LZ8B4G9HGB8V,0310263662,5.0
A9HSEUVAO6UMV,0310263662,4.0
A3SJSNS9LW981O,0310263662,5.0
A21Y68XIODER01,0310263662,5.0
A3C6CZC2JP67VK,0310263662,5.0
A2YI3SU5THQUQZ,0310263662,3.0
A3EJYIKU3BFD87,0310263662,5.0
A14JSUJBQ87A6C,0310263662,4.0
A2P2ITVZU74WSK,0310263662,5.0
A2G2GE4G1VNHCW,0310263662,5.0
AKW28NK422O3C,0310263662,3.0
A26DFIJCTJHZ6Y,0310263662,5.0
A2Q5A0L5RVUJ17,0310263662,5.0
A2MFNDNS1L7D16,0310263662,3.0
A7SJY1D6DHOP5,0310263662,4.0
A3RYI343N3ECTA,0310263662,5.0
A2HIGBN6COONW8,0310263662,5.0
A332MW6OA1LYDF,0310263662,5.0
A1OVHV8YKQMTI0,0310263662,1.0
AQ79DO3H5GRS2,0310263662,5.0
A3S71WW0FEU9DR,0310263662,4.0
A28ACEUKWT5185,0310263662,5.0
A4J36R3ZG3RZR,0310263662,1.0
A1XHBAW7FXGCJO,0310263662,5.0
A9ARJBLYBZJ0I,0310263662,5.0
A289HZXEMAX65J,0310263662,5.0
A3GOJEQ3SSLTY6,0310263662,5.0
A1LVZOK9F7K4CN,0310263662,5.0
ARLKYF9JL3QKB,0310263662,4.0
AOKDDB3K925HO,0310263662,5.0
AM15QMT7V9Y3R,0310263662,5.0
A1D7CXO1HFBNN,0310263662,5.0
A2X882784291JE,0310263662,2.0
A1HO9J4DCQDGP9,0310263662,1.0
A1IOJE0W1NXOSE,0310263662,5.0
A3JJWHINQVAN5I,0310263662,5.0
A354ZK2KDRVKW8,0310263662,5.0
ABWR7X4E2XLAF,0310263662,5.0
A3CF7B2U0IB8PS,0310263662,1.0
A1ASPIAPKWHFFB,0310263662,5.0
A24BLHTKK05DP2,0310263662,5.0
AJGVV5NP42RUX,0310263662,5.0
A1AS0JUN5XT3NB,0310263662,5.0
A1TO1P3NV7OAU6,0310263662,5.0
A2W3KYKI7PJR84,0310263662,5.0
A209YFUDD03J3R,0310263662,5.0
AHC8LPASIREU9,0310263662,5.0
A1PNAPYMF2KV55,0310263662,5.0
A1K3ANBJNUWEV,0310263662,5.0
AYZLKSC02NPOD,0310263662,1.0
A1CDZNPO7U4E6N,0310263662,5.0
A2RMBZDPCAEW6X,0310263662,4.0
A1TZQC25UPHMFN,0310263662,5.0
A3K4ZQ9AOOSBVM,0310263662,5.0
A1QALJTQTI8CD2,0310263662,5.0
A21A17T3TG912R,0310263662,4.0
A35NAD6IJV81RL,0310263662,1.0
AYMZTWBG0V53W,0310263662,4.0
A3ILYTCMNED8RL,0310263662,5.0
A258OVP9ZCZHFV,0310263662,3.0
A2QKFPZ1TZ44TF,0310263662,3.0
A304O3WIHBUNQQ,0310263662,5.0
A2I5A8GCJ3S4AD,0310263662,5.0
AP8V14J83IPYA,0310263662,5.0
A1KFBAPAKMEQUF,0310263662,5.0
A3JSXN7ZDMEH4E,0310263662,3.0
A3GUKPLXOQCXTJ,0310263662,3.0
A1B7VRAAUP2004,0310263662,5.0
A2AFWA2PE1VT2F,0310263662,5.0
A1JSWQ12DS4JI9,0310263662,5.0
A2668R4F2JZRW2,0310263662,5.0
A3ADV4DII19PA7,0310263662,2.0
A3QBZ98NVK3QC,0310263662,5.0
A13QF051R2AMNC,0310263662,1.0
A2OYT6UXIH4WSS,0310263662,5.0
A1SMCK2S79NKIF,0310263662,5.0
A3TG3SZ6IM1HMO,0310263662,4.0
AXW7MGHDX3U6G,0310263662,5.0
A1B3F8V019CODC,0310263662,4.0
A14Q3JI6L5RF7L,0310263662,5.0
A10XE135MO548N,0310263662,5.0
A1Z9N2D5HOWRXE,0310263662,5.0
A2DSN56RQA699G,0310263662,2.0
A1GLOXDN9N406Z,0310263662,5.0
A35QY34RGSVLRK,0310263662,4.0
A4IH2VCAKV52D,0310263662,5.0
A137UEIU93IFEF,0310263662,5.0
A3JEWGKJ0X4Z5J,0310263662,1.0
AESY8NCX6VS6O,0310263662,5.0
A3G2VECW0JB6FQ,0310263662,4.0
A3K7YWPXYY45FF,0310263662,1.0
A1OUJZ6NKNA7DX,0310263662,5.0
A2U5VZLV0IK40J,0310263662,5.0
A1CDNTB7377YH2,0310263662,5.0
A11V7EGF1S7G37,0310263662,5.0
A10WKE0XQ5QPVY,0310263662,5.0
A1WWW4F5DG37IY,0310263662,5.0
A23DWPG5UMSXKF,0310263662,1.0
A298M287ALOU7Z,0310263662,1.0
AGU2ZGUBFCJTJ,0310263662,4.0
A1DKTO0RCVGDQK,0310263662,5.0
AMGQV0RMLDDSK,0310263662,5.0
A35S7OEY0MA46X,0310263662,5.0
A3IQB4JWBBUV6O,0310263662,5.0
A2H56SF5ANPQWH,0310263662,4.0
A2SU1UYUM8KOIA,0310263662,5.0
A18AZH5RO4ESXO,0310263662,5.0
A3GZ4Y6VNLM18K,0310263662,5.0
A2MXX8SBF3FGEH,0310263662,5.0
A2JP0ESCJZ24LK,0310263662,5.0
A3H6Q9VY67AGDD,0310263662,5.0
A1O768433DY6B3,0310263662,4.0
A228JH8V9Y700G,0310263662,5.0
A1COG8T9MPP3KA,0310263662,3.0
A2GVTRGZNGWH7T,0310263662,5.0
A2PP1P5FQWWWBY,0310263662,5.0
A2TUJ60MC3YGAZ,0310263662,5.0
A27ECL3OLQO99P,0310263662,5.0
