asin,1,2,3,4,5,6,7,8,9,10
0767809262,0767809262,076780922X,0780621611,0780626702,0783216084,0767812417,078322172X,0780614097,078322706X,0783113145
0767809270,0767809270,0767803434,0783235690,0780626478,0767802683,0788814958,0780628799,0767819586,0767806239,0767836359
0767809688,0767809688,0767830520,0790729644,0782010059,0788806270,0767836359,0780627415,0780621980,0767812166,0782008348
0767810864,0767810864,0780621832,0784011710,0782010059,0767830520,0783235593,0783228015,0769403468,0780625129,0783234066
0767811100,0767811100,0767835093,0784013470,0767802683,0783227388,0767825616,0780626478,0783219458,0783240171,076780922X
0767812166,0767812166,0780626702,0767825616,0783227361,0767809246,0767836286,0767813871,0767809270,0767802594,0783243456
0767812417,0767812417,076780922X,0783227949,0783227256,078322706X,0767809262,0783221088,0783226837,0783225881,0767853636
0767812778,0767812778,0784012644,0780622383,0783233582,0783226152,0783219695,0767834739,0780622588,0790720434,0790729652
0767813871,0767813871,0780626702,0767825616,0767812166,0767802594,0767809270,0790729687,0788832182,0767803434,0767836286
0767814037,0767814037,0790729652,079072961X,0767827716,0783233582,078324021X,0783226853,0780020715,0310263662,0783225997
076781505X,076781505X,0784001847,0783241313,0790729636,0780623134,0784011176,0783226799,0767802519,0767839129,0783115202
0767817478,0767817478,0783223358,0783241593,0783243456,0790729636,0767849493,0784010218,0767824571,0780621980,0783241917
0767817664,0767817664,0764006770,0783237413,0767830520,0782010059,0767836286,0780626702,0783227507,0783219172,0788806270
0767817710,0767817710,0767849493,0783204914,0767835093,0767836324,0783226004,0783219857,0780656946,078324021X,0784011796
0767817753,0767817753,0767830520,0767821785,0767849493,0767809254,0783227078,0783227256,0790729709,0783237367,078401020X
0767819446,0767819446,0767809270,0780622537,0783225970,0784011176,0767802519,0784011796,0783227434,0780607287,0782009980
0767819586,0767819586,0767809270,0780628799,0780626478,0767825616,078322687X,0767802683,0780631528,0790729369,0767836359
0767821408,0767821408,0788860704,0783208227,0783241593,0767839129,0780022181,0780627717,078886047X,0788882988,0767849493
0767821785,0767821785,0767809254,0784011168,078062856X,0780631684,0783225768,0783241313,078401020X,0790729393,0767817753
0767823729,0767823729,078401115X,0767803434,0783241569,078062369X,0767808673,0790729369,0780625129,0767839129,0783222475
0767824407,0767824407,0780622545,0783211856,0783222955,0310263662,0767805267,0767802519,0767803434,0784011206,0788832182
0767824571,0767824571,0767805712,0780626702,0782002064,076780922X,0767802659,0783231032,0780625129,0784011176,0767817478
0767825411,0767825411,0764006770,0780619552,0782008348,0783227434,076780192X,0780622383,078322544X,0767809246,078062369X
0767825616,0767825616,0780626702,0790729369,0783241593,0767812166,0767811100,0767836286,0767819586,0783219695,0783227361
0767827716,0767827716,0764006770,0780626702,0780618068,0780622537,079072961X,0784011923,0767849981,0783219857,0767809246
0767827813,0767827813,0790720434,0788811207,0764007211,0783227884,079072961X,0780651359,0783227507,0790729709,0780621832
0767827929,0767827929,0783226799,0790729644,0767835980,0780625129,078401115X,0783227361,0784010528,0783227647,0780631684
0767830520,0767830520,0782010059,0780621832,0784010315,0783222955,0790729725,0788806270,0767817753,0790729377,0780631641
0767834739,0767834739,0784012644,0780623711,0783227507,0780619552,0783241917,0783233515,0788816454,0783219857,0784010188
0767834860,0767834860,0767839129,0780631153,0784011168,0780619609,0780607287,0780629159,0783241313,0790729660,0783219458
0767835093,0767835093,0784013470,0767811100,0784011206,0783233515,0783237413,0767835980,0783241917,078062369X,0790729342
0767835980,0767835980,0783241313,0767835093,0780631528,0780625129,0767827929,0784013470,0783241542,0783222734,0310263662
0767836286,0767836286,0780626702,0767825616,0783235690,0767802802,0767812166,0784010528,0783241569,0783240295,0767817664
0767836316,0767836316,0783234996,0783233493,0780622642,0767736680,0780656946,0783113196,0790729652,0780625129,0790729636
0767836324,0767836324,0780618548,0767839277,0783226985,078322995X,0783240295,0790729369,0767849493,0780020685,0788860704
0767836359,0767836359,0767809270,0780626478,0767802683,0790729393,0780628799,0767819586,078322687X,0783226039,0767806239
0767839129,0767839129,0764006770,0780625129,0783241569,0767849493,078401115X,078062369X,0783227434,0783240295,0783241593
0767839277,0767839277,0780020715,0783241593,0767836324,0764006770,0783241542,0782008348,0783241917,0783229526,0783235666
0767849493,0767849493,0780618548,0783241593,0783226985,0780020685,0790729709,0764006770,0783240295,0783227256,0767817753
0767849981,0767849981,0764006770,0782008348,0783219857,076780192X,0783227434,0767827716,0790729342,0767849493,0767839129
0767851013,0767851013,0773343032,0767003357,0767802683,0780626702,0780618556,0783240171,0767020308,0767825616,0767813871
0767853636,0767853636,0780656946,0783225504,079070546X,0767849493,0783219172,0767812417,0788816454,0783234996,0788821075
0769403468,0769403468,0764006770,0767810864,0780021967,0780020715,0767802470,0767814037,0767812417,0784011923,0790729369
0773343032,0773343032,0767851013,0767003357,0783240171,0767020308,0767802802,0783241399,0784012822,078401115X,0767817664
0773386777,0773386777,0780622383,0783227434,0783227507,0310263662,0767802683,0767851013,0783222734,0780623746,0767827716
0780020685,0780020685,0783226985,0783240295,0767849493,0780618548,0764006770,0783227256,078322995X,0783225997,0790729687
0780020715,0780020715,0767839277,0783241593,0764006770,0767805712,0783241542,0783229526,0783241917,0788803743,0783241038
0780021967,0780021967,0783227647,0783236352,0783225997,0783225873,0783235666,0780626702,078062565X,078401020X,0783221088
0780022181,0780022181,0783229526,0783235666,0783236352,0767830520,0782008372,0782009980,078062565X,0790701022,079072961X
0780022300,0780022300,0783228015,0783235666,0788802194,0767812166,0783235690,0780021967,0783227647,0780626702,0784011176
0780022491,0780022491,0780621832,0783227256,0784011176,0788811355,0788860704,0790729377,0783236352,078886047X,078062565X
0780607287,0780607287,0780619609,0780623711,0788816454,0780619552,078062565X,0783233515,0767834739,0790729636,0764007211
0780608372,0780608372,0790729687,0767802802,0790729709,0783227256,0783227078,078322706X,0788814664,0788821075,0767802624
0780614097,0780614097,0767809262,0780621611,0783216084,0780626702,078322172X,0783113145,0788861948,0767802519,0780622383
0780618068,0780618068,0783225199,0767827716,0783229526,0784012822,0767805712,0783240694,0780622642,078062856X,0783116926
0780618548,0780618548,0783240295,0767849493,0783226985,078322995X,0790729369,0767836324,0790729709,0780020685,0783225504
0780618556,0780618556,0783241542,0783219458,0767805712,0780651359,0767851013,0767836324,0783227388,0783233515,0782002064
0780619412,0780619412,0767809246,0783219458,0767802624,0783226837,0783241542,0784013470,0784011206,0780651359,0780622588
0780619552,0780619552,0780623711,0788816454,0783233515,0783241542,0790729369,0783227434,0767834739,0784011168,0780607287
0780619609,0780619609,0783227949,0780607287,0780656946,0783227434,0780651359,0767834860,0783221487,0767802624,0784011206
0780621573,0780621573,0780621832,0788861948,0783239408,0783228317,0784011923,0780022181,078886047X,0780619552,0780626966
0780621611,0780621611,0767809262,0783216084,078322544X,0780621832,0767806239,0780626702,0780614097,078322172X,0767830520
0780621832,0780621832,0780022491,0767810864,0782010059,0767830520,078881172X,0784011176,0783235593,0780625129,0780621573
0780621980,0780621980,0783227388,0783117388,0767809270,0784011796,0767836359,0767835093,0783115202,0783113943,0790729636
0780622383,0780622383,0783219458,0767811100,0773386777,0780626702,0767825616,078322706X,0783227434,0783227884,0780626478
0780622537,0780622537,0783226004,0780656946,0784011176,0780626702,0788814664,0780631641,0767827716,0783235593,0783225792
0780622545,0780622545,079072961X,0783241569,0780651359,0788858408,076780192X,0790729687,0780022491,0783225881,0784011168
0780622588,0780622588,0767809246,0788806270,0784013470,0783226837,0767812166,0780619412,0783240694,0767802683,0783236352
0780622642,0780622642,0783219857,0790729636,0783237413,0767836316,0780618548,0780656946,0767827716,0790729709,0767805712
0780623134,0780623134,076780192X,078322687X,0790729725,0780628799,0784001847,0767819586,0767805712,076781505X,0780631153
0780623614,0780623614,0780621832,0767827716,0788816454,0780656946,0780622642,0783227256,0767805712,0780621611,0783240694
078062369X,078062369X,0784013470,078401115X,0767803434,0783241569,0783241917,0788815466,0767835093,0784011206,0783239408
0780623711,0780623711,0780619552,0783233515,0788816454,0780607287,0764007211,0767834739,0783226837,078881107X,0783241038
0780623746,0780623746,0783226039,0790729687,0780626702,0767830520,0005019281,0767827716,0767802683,0780622537,0767851013
0780625129,0780625129,0767802551,0780626702,0780621832,0780631684,0783239408,0767802624,076780922X,0783225482,078401115X
078062565X,078062565X,0784011710,0784011648,078322544X,0783236352,0790729377,0780022491,0780607287,0783235666,0780022181
0780626478,0780626478,0767809270,0767802683,0767811100,078322687X,0767819586,0767836359,0780628799,0767806239,0783233515
0780626702,0780626702,0783236352,0767836286,0767825616,076780922X,0783235690,0767812166,0783231032,0767809270,0767809246
0780626966,0780626966,0767817664,0783226004,0780619412,076780192X,0780622537,0767726227,0767834739,0783229356,0783225792
0780627024,0780627024,0780630459,0783231474,0767811100,0783240287,0782009123,0783227388,0783217048,0767825616,0780626478
0780627415,0780627415,0790729393,0780618548,0767849493,0767809246,078062369X,0783241917,0783227361,0783113943,0783225768
0780627717,0780627717,0767821408,0784011796,0783219105,0780631153,078322706X,0767003357,0767819446,0767805712,078324021X
078062856X,078062856X,0780631684,0784011168,0767821785,0783219172,0767809254,0764006770,0784013470,0783222475,0783225768
0780628799,0780628799,0767809270,0767819586,0767802683,0790729660,0780626478,0783225997,0783240295,0780631528,078323418X
0780629159,0780629159,0767802624,0788802194,0767802802,0783233078,0780619552,0780631153,078324021X,0767834860,0788815466
0780629450,0780629450,0790729644,0767825616,0782009980,0784011796,0783235666,0780020715,0767836286,0780626702,0767803434
0780630459,0780630459,0780627024,0790729636,0783235666,0788882988,0310263662,0783225970,0788812408,0783234996,0788803743
0780631153,0780631153,0783235690,0767802551,0790729644,0783237367,0788814664,0780628799,0780623134,0767805712,0783225997
0780631528,0780631528,0767805712,0767835980,0767819586,0780628799,0783241313,0783225873,0767809270,0780626478,0783237367
0780631641,0780631641,0783227361,0783222955,0767830520,0780626478,0782010059,0780622537,0783225482,0780020685,0783240953
0780631684,0780631684,078062856X,0784011168,0767821785,0764006770,0783243499,0783219172,0767809254,0780618548,0780625129
0780651359,0780651359,079072961X,0783219458,0783219105,0767811100,0780618556,0784011206,0790729687,0767802624,0790729652
0780656172,0780656172,0783232047,0767835093,078324021X,0783117388,0783240171,0783233493,0767809262,078886047X,0790729644
0780656946,0780656946,0780622537,0783227949,0780619609,0783234996,0767836316,0784011176,0788816454,0783227434,0790701022
0782002064,0782002064,0767830520,0790729377,0767824571,0782010059,0788832182,076780922X,0783222955,0788806270,0783240953
0782006760,0782006760,0780621832,0783226837,0783235593,0767825616,0767810864,0784011176,0767830520,0782010059,078401020X
0782008348,0782008348,0764006770,0782009980,0790729377,076780192X,0767849981,0783227434,0783219857,0790729342,0783225997
0782008372,0782008372,0782010679,0780022181,0783219695,0780631641,078062369X,0767803434,0783219172,0784011923,0783225768
0782009123,0782009123,0780627024,0790729628,078062369X,0780622537,0767020308,0784011796,0784011176,0784011710,0783113196
0782009980,0782009980,0782008348,0783226160,0790729652,0783225792,0783235666,0783235690,0783221088,0783225997,0790729385
0782010059,0782010059,0767830520,0780621832,0788806270,0783222955,0780631641,0767817664,0783240953,0783225199,0782002064
0782010679,0782010679,0783219695,0782008372,0780022181,0783240171,0783227361,0780631528,0788814664,0784011648,0767802535
0783103107,0783103107,0783226039,0767817478,0783221487,0310263662,0783222734,0783225768,0783225504,0790729652,0767834739
0783107986,0783107986,0767802802,0783231032,0784010188,0788860704,0783221088,0767810864,0783227949,0783226853,078860676X
0783113145,0783113145,0783225970,0783233078,0767809262,0783216084,0780626702,0780621611,0780614097,078322172X,0783226853
0783113196,0783113196,0767836316,0783235666,0783225482,0780656172,0784012822,0767020308,078401115X,0773343032,0782009123
0783113943,0783113943,0767802683,0783224079,0783227256,0780621980,0767819586,0783243456,0780627415,0784010528,078401020X
0783114222,0783114222,0783219695,0780022491,0790729628,0767803434,0790701251,0783225873,0769403468,0783243456,078322172X
0783115202,0783115202,0790729636,0790720434,0783227078,0783241593,0783241313,0767849493,0767817753,0783231032,0780621980
0783116926,0783116926,0783219172,0764006770,0790705141,0783223358,0790729342,0783241038,0783240295,0767839277,0780020715
0783117388,0783117388,0780621980,0783235690,0767825616,0783233493,0783241593,0790705141,0783216084,0780625129,0783239408
0783204914,0783204914,0767817710,0767825616,0767803434,0767802594,0767813871,0767809270,0780626702,0767812166,0784011648
0783208227,0783208227,0783237979,0767821408,0783241593,0784012644,0783237367,0780618068,0767851013,0783231032,0788815466
0783211856,0783211856,0784011710,0783233078,0790729717,0780020715,0788860704,078401020X,0767824407,0790729644,0783226039
0783214243,0783214243,0783219105,0783230508,0788816454,0783225970,0790701022,078321958X,0767830520,0780622588,0780631528
0783215126,0783215126,0767802470,0780621832,0767002652,0767810864,0784011796,0784011206,0782010059,0783235593,0767824407
0783216084,0783216084,0767809262,0780621611,078322172X,0780614097,0790705141,0780626702,0783117388,0783225199,0783113145
0783217048,0783217048,0767811100,0783227388,0783233515,0767825616,0783227884,0783233078,0780628799,0783219458,076780922X
0783219105,0783219105,0783225504,0783214243,0780651359,0788816454,078401020X,0783227884,0780631641,0788860704,0790729385
0783219172,0783219172,0764006770,078062856X,0784011168,0780631684,0783227434,0784013470,0783235666,0783116926,0790729687
0783219458,0783219458,0767802624,0767811100,0780651359,0780622383,0780619412,0784011206,0783227388,0780618556,0780626478
078321958X,078321958X,0767805267,0767802551,0783225997,0790729644,0783226837,0780631684,0783214243,0783115202,0767805712
0783219598,0783219598,0780626702,0767805267,0767805712,0783231032,076780922X,0784011176,0780625129,0767802624,0767802683
0783219695,0783219695,0782010679,0767825616,0764006770,0782008372,0783237367,0790729369,0767811100,076780192X,0767812778
0783219806,0783219806,0783230494,0788816454,0780618556,0783214243,0783235666,0790720434,0788803743,078062369X,0767827716
0783219857,0783219857,0764006770,0780622642,078322172X,0782008348,0783227507,0783225792,0767849981,076780192X,0788860704
0783221088,0783221088,0783237367,0780626702,076780922X,0783235666,079072961X,0783235690,0767802470,0782009980,0783241569
0783221487,0783221487,0780621832,0783226837,0767811100,078062369X,0783227256,0780022491,078324021X,0790729636,0767802659
078322172X,078322172X,0783219857,0767811100,0767809262,0783216084,0780626702,0783227507,0780621611,0780622383,0780614097
0783222475,0783222475,0767821785,0767805712,0790729636,078062856X,0767809254,0780631684,0767809246,0783240295,0784013470
0783222726,0783222726,0780626702,0767813871,0767825616,0767812166,0767802594,0767809270,0790729687,0783227361,0788832182
0783222734,0783222734,0783223358,0783226985,0783227388,0780020685,0783240295,0783227256,0767835093,0767802659,0783237413
0783222823,0783222823,0767817710,0767821785,0783226004,0767836324,0783219857,0782008348,0790729342,0780621832,0780627024
0783222955,0783222955,0767830520,0780631641,0782010059,0788806270,0783240953,0767817664,0783225199,0782002064,0790729377
0783223358,0783223358,0783222734,0767817478,0783226985,0783240295,0790729407,0780020685,078323418X,0783227256,0790729687
0783224079,0783224079,0767802519,0780626478,0783113943,0783229526,0780622537,0783225482,0783241593,0767835093,078401020X
0783225199,0783225199,0780618068,0782010059,0767830520,078322706X,0783222955,0780631641,0788806270,0783227884,0783216084
0783225253,0783225253,0784001847,0783232047,0784013470,0788882988,0767836316,0783227507,0784010528,0783223358,078322995X
078322544X,078322544X,0784011710,078062565X,0784011648,0780621611,0783227507,0767812166,0767825616,0783240295,0780622383
0783225482,0783225482,0767809270,0767805712,079072961X,0783235690,0788814958,0780625129,0780626478,0780631641,0780622537
0783225504,0783225504,0783219105,0780618548,0790729709,0783219172,0783240295,0767853636,0767849493,0783227876,0783219458
0783225768,0783225768,0767821785,0767809254,0783227434,0783227361,0767809246,078062856X,0784011206,078401020X,0790729393
0783225792,0783225792,0767809246,0783225997,0782009980,0790729725,0783219857,078401020X,0783225881,0780622537,0783225970
0783225849,0783225849,0790729342,0767830520,076780192X,0790729377,0767827716,0783235666,0783235593,0782009980,0783216084
0783225873,0783225873,0783227647,0767805712,0780631528,0788811355,0780021967,0783225997,0767809254,0783235666,078322687X
0783225881,0783225881,0767809246,0783225792,079072961X,0783225997,0767809262,0767812166,0790701022,0780622545,078401020X
0783225970,0783225970,0783113145,0783225792,0767802551,0783243456,0783214243,0790729636,0783239408,0790701251,0780626702
0783225997,0783225997,0790729377,0783225792,0767809246,0780628799,0790729644,0783227647,0767802551,078321958X,0783235666
0783226004,0783226004,0780622537,0783219857,0767817710,0780626966,0767827716,078322947X,0783239408,0767836324,0780621832
0783226039,0783226039,0767809270,0767802683,0783236352,0780623746,0783225997,0783235690,0780626478,0790729377,0780628799
0783226152,0783226152,0783237367,0783227426,0783241569,0790729377,0790720434,0788821075,078322947X,0767812778,0767817664
0783226160,0783226160,0782009980,0767809270,0783225792,0790729652,0767803434,0783235690,078401115X,0783233078,0788814958
0783226799,0783226799,0767827929,076781505X,0783227361,0783225792,0780622537,0783229356,0783227647,0764006770,0783227078
0783226837,0783226837,0780622588,0780623711,0780619412,078321958X,0782006760,0783221487,0790729644,0784013470,0767827716
0783226853,0783226853,0767821785,0767809254,0780631684,0767814037,0783225768,0783233078,078062856X,0783222475,0783113145
078322687X,078322687X,0767802683,0767809270,0780626478,0767819586,0783227647,078322947X,0780623134,0780628799,0767836359
0783226985,0783226985,0780020685,0783240295,0780618548,0767849493,078322995X,0790729687,0783227256,0767836324,0790729369
078322706X,078322706X,076780922X,0783237367,0783227256,0790729709,0767812417,078323418X,0783227078,0767802624,0788814664
0783227078,0783227078,0783227256,0783237367,0790729709,078322706X,0788816454,078323418X,0788814664,0767817753,0767802624
0783227256,0783227256,0783237367,0780022491,0784010218,0767803434,0790729709,078322706X,0783226985,0767812417,0788814664
0783227361,0783227361,0783233078,0780631641,0780626702,0767812166,0767809246,0767809254,0767825616,0783225768,0767821785
0783227388,0783227388,0767811100,0783227884,0783233515,0767825616,0780621980,0783217048,0783222734,076780922X,0784010315
0783227426,0783227426,0783226152,0767020308,0783230508,0780631153,0783226039,0783240287,0783239408,0783225482,0783233515
0783227434,0783227434,0764006770,0783219172,0783227949,0782008348,0783225768,0780619552,0780619609,0784011168,0783233078
0783227507,0783227507,0783219857,0790729377,0767834739,0790729407,078322544X,0784012644,0767817664,0780022491,0783236352
0783227647,0783227647,0783225873,0767809254,078322687X,0788821075,0783225997,0780021967,0783235666,0767830520,0767020308
0783227876,0783227876,0783225504,078886047X,0780623614,0783229356,0783233515,0783225997,0783226039,0782006760,0783226799
0783227884,0783227884,0790729385,0767811100,0783227388,0767825616,0783233515,0767809246,0780622383,0783217048,0783219458
0783227949,0783227949,0767812417,0780619609,0783227434,0780656946,0780626702,0767812166,0767808673,0784011710,0783225997
0783228015,0783228015,078322947X,078322687X,0780022300,0788815741,0767810864,0788802194,079070546X,0783237413,0780631684
0783228317,0783228317,078886047X,0788821075,0767819586,0783231474,0780621573,0790729385,0783239408,078062369X,0780628799
0783229356,0783229356,0764006770,0783225792,0780622537,0784011206,0783227388,0780656946,0783226799,0783234996,0767810864
078322947X,078322947X,078322687X,0783225997,0783228015,0783226152,0788882988,0783226004,0784011206,0780622545,0782006760
0783229526,0783229526,0783241593,0780022181,0767809270,0780618068,0780020715,0767839277,0780626478,0783241542,0783241917
078322995X,078322995X,0780618548,0783231474,0783226985,0790729369,0767836324,0780020685,0783240295,0767849493,0767802470
0783230494,0783230494,0780623711,0783219806,0780626478,0767805267,0783219598,078322995X,0790720434,0767802659,0767836324
0783230508,0783230508,0783214243,0790701022,0783225768,0783239408,0783227426,0783226039,0790705141,0788828126,0767810864
0783231032,0783231032,0767805712,0780626702,076780922X,0780625129,0767802624,0784011176,0783241593,0783219598,0790729636
0783231474,0783231474,078322995X,0780627024,0767819586,078062369X,0783228317,0788821075,0780622642,0783223358,0788816454
0783232047,0783232047,0780621832,0780656172,0767835093,0783227507,0784010528,0783225253,0784013470,0767830520,0780022181
0783233078,0783233078,0783227361,0767825616,0767811100,0783227434,0790729377,0783211856,0767830520,0310263662,0783113145
0783233493,0783233493,0767836316,0783234996,0783117388,0783227256,0783237367,078322706X,0790729709,0790729644,078323418X
0783233515,0783233515,0780623711,0788816454,0767835093,0767811100,0783227388,0780626478,0780619552,0767825616,0783217048
0783233582,0783233582,0767812778,0767726227,0790729652,0767814037,0783240694,0783241917,0788821075,0767810864,0783237413
0783234066,0783234066,0780621832,0767810864,078322995X,0767830520,0788806270,0782010059,0780621611,0783235593,0780625129
078323418X,078323418X,0783237367,0783227256,0790729709,078322706X,0780628799,0783227078,0788814664,0767802624,0790729652
0783234996,0783234996,0767836316,078324021X,0783233493,0780656946,0788803743,0767819586,0783225792,0783227256,0780622537
0783235593,0783235593,0780621832,0780622537,0780625129,0767830520,0782010059,0784011176,0780656946,0767827716,0767810864
0783235666,0783235666,0783235690,0783227647,0783219172,0782009980,0783221088,0783225997,0780630459,0783226039,0790729385
0783235690,0783235690,0767809270,0788814958,0767802802,0780626702,0783235666,0767803434,0767836286,0783225482,0782009980
0783236352,0783236352,0780626702,0790729377,0780022491,0767802802,078062565X,0783226039,078401115X,0790729644,0780021967
0783237367,0783237367,0783227256,0783241569,0783221088,0790729709,078322706X,0783226152,078323418X,0767802624,0783227078
0783237413,0783237413,0783243456,0780622642,0767835093,0764006770,0780631684,0767817664,0783219172,0780656946,0784011168
0783237979,0783237979,0783208227,0788811207,0780631684,0790729717,0788832182,0783221487,0783241917,0783240953,0788805533
0783239408,0783239408,0788814664,0780625129,078062369X,0783225997,0790729385,0783240295,0784013470,0783241542,076780192X
0783240171,0783240171,0767811100,0788815466,0767805712,0783227507,0767851013,0780656172,0783234996,0782010679,0788803743
078324021X,078324021X,0783234996,0780628799,0784010528,0767836286,0767849493,078323418X,0783241917,0780656172,0783221487
0783240287,0783240287,0767808673,078322544X,0780627024,076780922X,0790729385,0005119367,0782002064,0767827929,0790729660
0783240295,0783240295,0780618548,0783226985,0780020685,0784013470,0767849493,0783241313,0780628799,0783241917,0767821785
0783240694,0783240694,0767805712,0767825616,0780622588,0780626702,078062856X,0780618068,0783236352,0767827716,0767809246
0783240953,0783240953,0782010059,0767830520,0788806270,0780631641,0783222955,0784012644,0780623711,0783239408,0767817664
0783241038,0783241038,0783241399,0780619552,0783233515,0780623711,0783241593,0780020715,0788816454,0767839277,0780628799
0783241313,0783241313,0767821785,0767835980,0783240295,0780631528,0790729636,0767802519,076781505X,0784011176,0767835093
0783241399,0783241399,0783241038,0780628799,0783237367,078323418X,0783227256,0767802624,0788814664,0790729709,0780631528
0783241542,0783241542,0780619552,0783241593,0780618556,0780020715,0783240295,0783241917,0780631684,0783227256,0788821075
0783241569,0783241569,0783237367,078062369X,0767803434,078401115X,0767849493,0783226152,0780622545,0783221088,0767836286
0783241593,0783241593,0767825616,0767849493,0767839277,0780020715,0790729636,0783241917,0783241542,0783229526,0764006770
0783241917,0783241917,078062369X,0783240295,0783241593,0767835093,0783241542,0783235690,0780020715,0783237367,0784011206
0783242379,0783242379,0788860704,0783235666,0780626966,0783226004,0780022300,0780021967,0783233582,0769403468,078860676X
0783243456,0783243456,0783237413,0767809254,0767806239,0767812166,0783227361,0790729687,0783225970,0767821785,078401020X
0783243499,0783243499,0780631684,0767821785,0767811100,078062856X,0767809254,078401020X,0783237367,0783241542,0767825616
0784001847,0784001847,076781505X,0783225253,0780623134,0788859951,0780621611,0767003357,0782006760,0783227434,0788860704
0784010188,0784010188,0784011923,0767834739,0783227388,0783241917,0784010315,0784010528,0767849493,0780619412,0783225970
078401020X,078401020X,0767821785,0788821075,0767809254,0767806239,0767849493,0780626702,0780631684,0783225792,0783225768
0784010218,0784010218,0783227256,0783237367,0783241542,0790729709,0767802683,0788821075,0788814664,076780922X,078322706X
0784010315,0784010315,0767830520,0784012644,0783227388,0767802519,0780628799,0790729725,0780631153,0783237367,0784010188
0784010528,0784010528,0767836286,0767812166,078324021X,0780631641,0783221088,0767802470,079072961X,0780626702,0780622537
078401115X,078401115X,0767803434,078062369X,076780192X,0783241569,0790729369,0767823729,0783236352,0780625129,0767849493
0784011168,0784011168,0767821785,078062856X,0780631684,0764006770,0783219172,0790729687,0767809254,0783227434,0784013470
0784011176,0784011176,0780022491,0780626702,0780621832,0780622537,0767805712,0780656946,076780922X,0767802624,0783231032
